Date,AGG,DBC,GLD,IBB,ITA,PBJ,TLT,VNQ,VTI,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2006-03-01,-0.003688197767145017,-0.002146844139115478,0.0005350454788657366,0.010581381524194413,0.0,0.003369272237196741,-0.009523809523809379,0.005824647455548782,0.008778805455400551,0.015453960077269848,0.017004203286205444,0.005209929512718148,0.00800246229609103,0.0198614318706698,0.003824904377390581,-0.002763279091188342,0.0009230769230770264,0.0074693755602031064
2006-03-02,-0.0025012506253127014,0.01807228915662651,0.011408199643493822,-0.00011764705882355564,0.0,-0.00671591672263272,-0.006962864721485551,-0.0012191405059432947,-0.0006993006993004648,0.006024096385542244,0.016719894796167534,-0.00609756097560965,-0.00274809160305356,0.0022644927536232817,-0.005503810330228731,-0.0006157635467979318,-0.0018444512757455067,-0.0065243179122181924
2006-03-03,-0.002006018054162561,0.009298393913778513,-0.008107155445893577,-0.0102364984115777,0.0,-0.0013522650439485864,-0.005787423483583742,-0.005492828806835548,-0.0016329212347407918,0.0003151591553733901,0.00018477457501853145,-0.0024539877300613355,0.0024494794856093627,-0.0058743786714866575,0.002554278416347477,-0.00492914356130636,-0.0033877425315675946,-0.0005970149253732293
2006-03-06,-0.005527638190954698,-0.015912897822445538,-0.01865671641791056,-0.007964812173086089,0.0,-0.004062288422477911,-0.0087316690921303,0.018103712795335847,-0.007320794962678789,-0.013547574039067369,-0.03473120266026242,-0.0030750307503075724,-0.0051924251679902325,-0.004090909090909034,-0.003397027600849367,-0.01609907120743026,-0.005253399258343672,-0.006272401433691566
2006-03-07,0.002526528549772644,-0.01744680851063829,-0.005069708491761582,-0.010665068903535023,0.0,0.0,0.0006775832862788711,-0.012055455093429757,-0.0040797112819708214,-0.009581603321622391,-0.014736842105263269,0.0033929673041332986,0.00061406202026415,-0.006389776357827448,0.006817213463996552,-0.00471994965387046,0.00031065548306941077,-0.0045085662759244425
2006-03-08,0.0005040322580645018,-0.016024252923343533,-0.017834394904458706,0.011385658914728758,0.0,0.008157715839564927,-0.0003385622390249532,0.005186089078706546,0.0028359855049628897,-0.0061270557884554044,0.0,0.0006148170919151318,-0.001227370359005997,-0.0009186954524574852,0.0110029623360135,-0.0009484666455895631,0.006832298136645987,0.0018115942028986696
2006-03-09,-0.0013098236775818115,0.010123239436619745,0.005002779321845452,-0.014371257485029987,0.0,0.0006743088334457692,0.00033867690223532415,0.008194233687405017,-0.005341712490180672,-0.0019467878001296899,-0.007187257187257101,-0.006144393241167334,-0.0012288786482335112,-0.005977011494252782,0.0016743407283381642,-0.0028481012658228,-0.003392967304133188,-0.003918022905364804
2006-03-10,0.00040355125100877126,-0.004357298474945481,-0.007558997050147509,0.005589307411907774,0.0,0.003369272237196741,-0.003724184629274374,0.009030704394942912,0.007818670036329191,0.01788036410923266,0.005478379964781954,0.008964451313755674,0.010458320516764095,0.0046253469010175685,0.009193480986209757,0.006347191367819693,0.0037140204271122186,0.009379727685325356
2006-03-13,0.0018152480839048746,0.013129102844638751,0.008916960802526575,0.001087481875301943,0.0,-0.002014775016789816,-0.0007929315813322013,-0.006563245823389186,0.002429276702452743,0.002235707441711865,0.019653629110721882,0.00030637254901955124,-0.0006088280060884133,0.0036832412523020155,0.0008281573498967187,0.0012614317250079221,-0.0006167129201357646,-0.00029976019184640984
2006-03-14,0.0033219247030400467,0.014686825053995769,0.010311176578898795,0.0083283041641522,0.0,0.008075370121130687,0.006688584060764224,0.0072072072072073565,0.010319027517198265,0.018483110261313,0.01851145038167945,0.011638591117917318,0.009442583003350656,0.01146788990825698,-0.002482416218452688,0.010708661417322851,0.007096575131132488,0.010794602698650737
