Date,vix,unemployment,inflation,mort30us
2009-11-05,7,8,4,2
2009-11-06,7,8,4,2
2009-11-09,7,8,4,2
2009-11-10,7,8,4,2
2009-11-11,7,8,4,2
2009-11-12,7,8,4,2
2009-11-13,7,8,4,2
2009-11-16,7,8,4,2
2009-11-17,6,8,4,2
2009-11-18,6,8,4,2
2009-11-19,6,8,4,2
2009-11-20,6,8,4,2
2009-11-23,6,8,4,2
2009-11-24,6,8,4,2
2009-11-25,6,8,4,2
2009-11-27,7,8,4,2
2009-11-30,7,8,4,1
2009-12-01,6,9,2,1
2009-12-02,6,9,2,1
2009-12-03,6,9,2,1
2009-12-04,6,9,2,1
2009-12-07,6,9,2,1
2009-12-08,7,9,2,1
2009-12-09,6,9,2,1
2009-12-10,6,9,2,1
2009-12-11,6,9,2,1
2009-12-14,6,9,2,1
2009-12-15,6,9,2,1
2009-12-16,6,9,2,1
2009-12-17,6,9,2,1
2009-12-18,6,9,2,1
2009-12-21,6,9,2,1
2009-12-22,5,9,2,1
2009-12-23,5,9,2,1
2009-12-24,5,9,2,1
2009-12-28,5,9,2,1
2009-12-29,5,9,2,1
2009-12-30,5,9,2,1
2009-12-31,6,9,2,8
2010-01-04,5,9,2,8
2010-01-05,5,9,2,8
2010-01-06,5,9,2,8
2010-01-07,5,9,2,8
2010-01-08,5,9,2,8
2010-01-11,4,9,2,8
2010-01-12,5,9,2,8
2010-01-13,4,9,2,8
2010-01-14,4,9,2,8
2010-01-15,4,9,2,8
2010-01-19,4,9,2,8
2010-01-20,5,9,2,8
2010-01-21,6,9,2,8
2010-01-22,8,9,2,8
2010-01-25,7,9,2,8
2010-01-26,7,9,2,8
2010-01-27,7,9,2,8
2010-01-28,7,9,2,8
2010-01-29,7,9,2,8
2010-02-01,6,9,4,8
2010-02-02,6,9,4,8
2010-02-03,6,9,4,8
2010-02-04,8,9,4,8
2010-02-05,8,9,4,8
2010-02-08,8,9,4,8
2010-02-09,8,9,4,8
2010-02-10,7,9,4,8
2010-02-11,7,9,4,8
2010-02-12,6,9,4,8
2010-02-16,6,9,4,8
2010-02-17,6,9,4,8
2010-02-18,6,9,4,8
2010-02-19,5,9,4,8
2010-02-22,5,9,4,8
2010-02-23,6,9,4,8
2010-02-24,6,9,4,8
2010-02-25,5,9,4,8
2010-02-26,5,9,4,8
2010-03-01,5,9,7,8
2010-03-02,5,9,7,8
2010-03-03,5,9,7,8
2010-03-04,5,9,7,8
2010-03-05,4,9,7,8
2010-03-08,4,9,7,8
2010-03-09,4,9,7,8
2010-03-10,5,9,7,8
2010-03-11,5,9,7,8
2010-03-12,4,9,7,8
2010-03-15,4,9,7,8
2010-03-16,4,9,7,8
2010-03-17,4,9,7,8
2010-03-18,4,9,7,8
2010-03-19,4,9,7,8
2010-03-22,4,9,7,8
2010-03-23,3,9,7,8
2010-03-24,4,9,7,8
2010-03-25,5,9,7,8
2010-03-26,4,9,7,8
2010-03-29,4,9,7,8
2010-03-30,4,9,7,8
2010-03-31,4,9,7,4
2010-04-01,4,8,5,4
2010-04-05,4,8,5,4
2010-04-06,3,8,5,4
2010-04-07,4,8,5,4
2010-04-08,3,8,5,4
2010-04-09,3,8,5,4
2010-04-12,3,8,5,4
2010-04-13,3,8,5,4
2010-04-14,3,8,5,4
2010-04-15,3,8,5,4
2010-04-16,5,8,5,4
2010-04-19,4,8,5,4
2010-04-20,3,8,5,4
2010-04-21,3,8,5,4
2010-04-22,3,8,5,4
2010-04-23,4,8,5,4
2010-04-26,4,8,5,4
2010-04-27,7,8,5,4
2010-04-28,6,8,5,4
2010-04-29,5,8,5,4
2010-04-30,6,8,5,5
2010-05-03,5,8,5,5
2010-05-04,7,8,5,5
2010-05-05,7,8,5,5
2010-05-06,8,8,5,5
2010-05-07,9,8,5,5
2010-05-10,8,8,5,5
2010-05-11,8,8,5,5
2010-05-12,7,8,5,5
2010-05-13,8,8,5,5
2010-05-14,8,8,5,5
2010-05-17,8,8,5,5
2010-05-18,9,8,5,5
2010-05-19,9,8,5,5
2010-05-20,9,8,5,5
2010-05-21,9,8,5,5
2010-05-24,9,8,5,5
2010-05-25,9,8,5,5
2010-05-26,9,8,5,5
2010-05-27,8,8,5,5
2010-05-28,8,8,5,5
2010-06-01,9,9,3,5
2010-06-02,8,9,3,5
2010-06-03,8,9,3,5
2010-06-04,9,9,3,5
2010-06-07,9,9,3,5
2010-06-08,9,9,3,5
2010-06-09,9,9,3,5
2010-06-10,8,9,3,5
2010-06-11,8,9,3,5
2010-06-14,8,9,3,5
2010-06-15,8,9,3,5
2010-06-16,8,9,3,5
2010-06-17,7,9,3,5
2010-06-18,7,9,3,5
2010-06-21,7,9,3,5
2010-06-22,8,9,3,5
2010-06-23,8,9,3,5
2010-06-24,8,9,3,5
2010-06-25,8,9,3,5
2010-06-28,8,9,3,5
2010-06-29,9,9,3,5
2010-06-30,9,9,3,2
2010-07-01,8,9,3,2
2010-07-02,8,9,3,2
2010-07-06,8,9,3,2
2010-07-07,8,9,3,2
2010-07-08,8,9,3,2
2010-07-09,7,9,3,2
2010-07-12,7,9,3,2
2010-07-13,7,9,3,2
2010-07-14,7,9,3,2
2010-07-15,7,9,3,2
2010-07-16,8,9,3,2
2010-07-19,8,9,3,2
2010-07-20,7,9,3,2
2010-07-21,8,9,3,2
2010-07-22,7,9,3,2
2010-07-23,7,9,3,2
2010-07-26,6,9,3,2
2010-07-27,7,9,3,2
2010-07-28,7,9,3,2
2010-07-29,7,9,3,2
2010-07-30,7,9,3,2
2010-08-02,6,9,3,2
2010-08-03,6,9,3,2
2010-08-04,6,9,3,2
2010-08-05,6,9,3,2
2010-08-06,6,9,3,2
2010-08-09,6,9,3,2
2010-08-10,6,9,3,2
2010-08-11,7,9,3,2
2010-08-12,8,9,3,2
2010-08-13,8,9,3,2
2010-08-16,8,9,3,2
2010-08-17,7,9,3,2
2010-08-18,7,9,3,2
2010-08-19,8,9,3,2
2010-08-20,7,9,3,2
2010-08-23,8,9,3,2
2010-08-24,8,9,3,2
2010-08-25,8,9,3,2
2010-08-26,8,9,3,2
2010-08-27,7,9,3,2
2010-08-30,8,9,3,2
2010-08-31,8,9,3,0
2010-09-01,7,8,4,0
2010-09-02,7,8,4,0
2010-09-03,6,8,4,0
2010-09-07,7,8,4,0
2010-09-08,7,8,4,0
2010-09-09,7,8,4,0
2010-09-10,6,8,4,0
2010-09-13,6,8,4,0
2010-09-14,6,8,4,0
2010-09-15,6,8,4,0
2010-09-16,6,8,4,0
2010-09-17,6,8,4,0
2010-09-20,6,8,4,0
2010-09-21,6,8,4,0
2010-09-22,6,8,4,0
2010-09-23,7,8,4,0
2010-09-24,6,8,4,0
2010-09-27,6,8,4,0
2010-09-28,6,8,4,0
2010-09-29,7,8,4,0
2010-09-30,7,8,4,5
2010-10-01,6,7,5,5
2010-10-04,7,7,5,5
2010-10-05,6,7,5,5
2010-10-06,6,7,5,5
2010-10-07,6,7,5,5
2010-10-08,6,7,5,5
2010-10-11,5,7,5,5
2010-10-12,5,7,5,5
2010-10-13,5,7,5,5
2010-10-14,5,7,5,5
2010-10-15,5,7,5,5
2010-10-18,5,7,5,5
2010-10-19,6,7,5,5
2010-10-20,5,7,5,5
2010-10-21,5,7,5,5
2010-10-22,5,7,5,5
2010-10-25,5,7,5,5
2010-10-26,6,7,5,5
2010-10-27,6,7,5,5
2010-10-28,6,7,5,5
2010-10-29,6,7,5,5
2010-11-01,6,8,4,5
2010-11-02,6,8,4,5
2010-11-03,5,8,4,5
2010-11-04,5,8,4,5
2010-11-05,5,8,4,5
2010-11-08,5,8,4,5
2010-11-09,5,8,4,5
2010-11-10,5,8,4,5
2010-11-11,5,8,4,5
2010-11-12,6,8,4,5
2010-11-15,5,8,4,5
2010-11-16,6,8,4,5
2010-11-17,6,8,4,5
2010-11-18,5,8,4,5
2010-11-19,5,8,4,5
2010-11-22,5,8,4,5
2010-11-23,6,8,4,5
2010-11-24,5,8,4,5
2010-11-26,6,8,4,5
2010-11-29,6,8,4,5
2010-11-30,7,8,4,7
2010-12-01,6,7,5,7
2010-12-02,5,7,5,7
2010-12-03,5,7,5,7
2010-12-06,5,7,5,7
2010-12-07,4,7,5,7
2010-12-08,4,7,5,7
2010-12-09,4,7,5,7
2010-12-10,4,7,5,7
2010-12-13,4,7,5,7
2010-12-14,4,7,5,7
2010-12-15,4,7,5,7
2010-12-16,4,7,5,7
2010-12-17,3,7,5,7
2010-12-20,3,7,5,7
2010-12-21,4,7,5,7
2010-12-22,3,7,5,7
2010-12-23,3,7,5,7
2010-12-27,4,7,5,7
2010-12-28,4,7,5,7
2010-12-29,4,7,5,7
2010-12-30,4,7,5,7
2010-12-31,4,7,5,9
2011-01-03,4,7,5,9
2011-01-04,4,7,5,9
2011-01-05,4,7,5,9
2011-01-06,4,7,5,9
2011-01-07,4,7,5,9
2011-01-10,4,7,5,9
2011-01-11,4,7,5,9
2011-01-12,3,7,5,9
2011-01-13,3,7,5,9
2011-01-14,3,7,5,9
2011-01-18,3,7,5,9
2011-01-19,4,7,5,9
2011-01-20,4,7,5,9
2011-01-21,5,7,5,9
2011-01-24,4,7,5,9
2011-01-25,4,7,5,9
2011-01-26,4,7,5,9
2011-01-27,3,7,5,9
2011-01-28,5,7,5,9
2011-01-31,5,7,5,5
2011-02-01,4,8,7,5
2011-02-02,4,8,7,5
2011-02-03,4,8,7,5
2011-02-04,3,8,7,5
2011-02-07,3,8,7,5
2011-02-08,3,8,7,5
2011-02-09,3,8,7,5
2011-02-10,3,8,7,5
2011-02-11,3,8,7,5
2011-02-14,3,8,7,5
2011-02-15,3,8,7,5
2011-02-16,4,8,7,5
2011-02-17,4,8,7,5
2011-02-18,3,8,7,5
2011-02-22,6,8,7,5
2011-02-23,6,8,7,5
2011-02-24,6,8,7,5
2011-02-25,5,8,7,5
2011-02-28,5,8,7,7
2011-03-01,6,8,9,7
2011-03-02,6,8,9,7
2011-03-03,5,8,9,7
2011-03-04,5,8,9,7
2011-03-07,6,8,9,7
2011-03-08,5,8,9,7
2011-03-09,6,8,9,7
2011-03-10,6,8,9,7
2011-03-11,5,8,9,7
2011-03-14,6,8,9,7
2011-03-15,7,8,9,7
2011-03-16,8,8,9,7
2011-03-17,8,8,9,7
2011-03-18,7,8,9,7
2011-03-21,6,8,9,7
2011-03-22,6,8,9,7
2011-03-23,5,8,9,7
2011-03-24,4,8,9,7
2011-03-25,4,8,9,7
2011-03-28,5,8,9,7
2011-03-29,5,8,9,7
2011-03-30,4,8,9,7
2011-03-31,4,8,9,4
2011-04-01,4,7,8,4
2011-04-04,4,7,8,4
2011-04-05,4,7,8,4
2011-04-06,4,7,8,4
2011-04-07,4,7,8,4
2011-04-08,4,7,8,4
2011-04-11,4,7,8,4
2011-04-12,4,7,8,4
2011-04-13,4,7,8,4
2011-04-14,3,7,8,4
2011-04-15,3,7,8,4
2011-04-18,4,7,8,4
2011-04-19,3,7,8,4
2011-04-20,3,7,8,4
2011-04-21,2,7,8,4
2011-04-25,3,7,8,4
2011-04-26,3,7,8,4
2011-04-27,3,7,8,4
2011-04-28,2,7,8,4
2011-04-29,2,7,8,4
2011-05-02,3,7,8,4
2011-05-03,4,7,8,4
2011-05-04,4,7,8,4
2011-05-05,5,7,8,4
2011-05-06,5,7,8,4
2011-05-09,4,7,8,4
2011-05-10,3,7,8,4
2011-05-11,4,7,8,4
2011-05-12,3,7,8,4
2011-05-13,4,7,8,4
2011-05-16,5,7,8,4
2011-05-17,4,7,8,4
2011-05-18,3,7,8,4
2011-05-19,3,7,8,4
2011-05-20,4,7,8,4
2011-05-23,5,7,8,4
2011-05-24,4,7,8,4
2011-05-25,4,7,8,4
2011-05-26,3,7,8,4
2011-05-27,3,7,8,4
2011-05-31,3,7,8,0
2011-06-01,5,8,3,0
2011-06-02,5,8,3,0
2011-06-03,4,8,3,0
2011-06-06,5,8,3,0
2011-06-07,5,8,3,0
2011-06-08,5,8,3,0
2011-06-09,4,8,3,0
2011-06-10,5,8,3,0
2011-06-13,5,8,3,0
2011-06-14,5,8,3,0
2011-06-15,6,8,3,0
2011-06-16,6,8,3,0
2011-06-17,6,8,3,0
2011-06-20,5,8,3,0
2011-06-21,5,8,3,0
2011-06-22,5,8,3,0
2011-06-23,5,8,3,0
2011-06-24,6,8,3,0
2011-06-27,6,8,3,0
2011-06-28,5,8,3,0
2011-06-29,4,8,3,0
2011-06-30,4,8,3,4
2011-07-01,3,8,4,4
2011-07-05,3,8,4,4
2011-07-06,3,8,4,4
2011-07-07,3,8,4,4
2011-07-08,3,8,4,4
2011-07-11,5,8,4,4
2011-07-12,5,8,4,4
2011-07-13,5,8,4,4
2011-07-14,6,8,4,4
2011-07-15,5,8,4,4
2011-07-18,6,8,4,4
2011-07-19,5,8,4,4
2011-07-20,5,8,4,4
2011-07-21,4,8,4,4
2011-07-22,4,8,4,4
2011-07-25,5,8,4,4
2011-07-26,6,8,4,4
2011-07-27,7,8,4,4
2011-07-28,7,8,4,4
2011-07-29,7,8,4,4
2011-08-01,7,7,6,4
2011-08-02,7,7,6,4
2011-08-03,7,7,6,4
2011-08-04,8,7,6,4
2011-08-05,8,7,6,4
2011-08-08,9,7,6,4
2011-08-09,9,7,6,4
2011-08-10,9,7,6,4
2011-08-11,9,7,6,4
2011-08-12,9,7,6,4
2011-08-15,8,7,6,4
2011-08-16,8,7,6,4
2011-08-17,8,7,6,4
2011-08-18,9,7,6,4
2011-08-19,9,7,6,4
2011-08-22,9,7,6,4
2011-08-23,9,7,6,4
2011-08-24,9,7,6,4
2011-08-25,9,7,6,4
2011-08-26,9,7,6,4
2011-08-29,8,7,6,4
2011-08-30,9,7,6,4
2011-08-31,8,7,6,0
2011-09-01,8,7,5,0
2011-09-02,9,7,5,0
2011-09-06,9,7,5,0
2011-09-07,9,7,5,0
2011-09-08,9,7,5,0
2011-09-09,9,7,5,0
2011-09-12,9,7,5,0
2011-09-13,9,7,5,0
2011-09-14,9,7,5,0
2011-09-15,8,7,5,0
2011-09-16,8,7,5,0
2011-09-19,8,7,5,0
2011-09-20,8,7,5,0
2011-09-21,9,7,5,0
2011-09-22,9,7,5,0
2011-09-23,9,7,5,0
2011-09-26,9,7,5,0
2011-09-27,9,7,5,0
2011-09-28,9,7,5,0
2011-09-29,9,7,5,0
2011-09-30,9,7,5,1
2011-10-03,9,7,5,1
2011-10-04,9,7,5,1
2011-10-05,9,7,5,1
2011-10-06,9,7,5,1
2011-10-07,9,7,5,1
2011-10-10,9,7,5,1
2011-10-11,8,7,5,1
2011-10-12,8,7,5,1
2011-10-13,8,7,5,1
2011-10-14,8,7,5,1
2011-10-17,9,7,5,1
2011-10-18,8,7,5,1
2011-10-19,9,7,5,1
2011-10-20,9,7,5,1
2011-10-21,8,7,5,1
2011-10-24,8,7,5,1
2011-10-25,8,7,5,1
2011-10-26,8,7,5,1
2011-10-27,7,7,5,1
2011-10-28,7,7,5,1
2011-10-31,8,7,5,6
2011-11-01,9,6,3,6
2011-11-02,8,6,3,6
2011-11-03,8,6,3,6
2011-11-04,8,6,3,6
2011-11-07,8,6,3,6
2011-11-08,8,6,3,6
2011-11-09,9,6,3,6
2011-11-10,8,6,3,6
2011-11-11,8,6,3,6
2011-11-14,8,6,3,6
2011-11-15,8,6,3,6
2011-11-16,9,6,3,6
2011-11-17,9,6,3,6
2011-11-18,8,6,3,6
2011-11-21,9,6,3,6
2011-11-22,8,6,3,6
2011-11-23,9,6,3,6
2011-11-25,9,6,3,6
2011-11-28,8,6,3,6
2011-11-29,8,6,3,6
2011-11-30,8,6,3,4
2011-12-01,8,6,1,4
2011-12-02,8,6,1,4
2011-12-05,8,6,1,4
2011-12-06,8,6,1,4
2011-12-07,8,6,1,4
2011-12-08,8,6,1,4
2011-12-09,8,6,1,4
2011-12-12,8,6,1,4
2011-12-13,7,6,1,4
2011-12-14,8,6,1,4
2011-12-15,7,6,1,4
2011-12-16,7,6,1,4
2011-12-19,7,6,1,4
2011-12-20,7,6,1,4
2011-12-21,6,6,1,4
2011-12-22,6,6,1,4
2011-12-23,6,6,1,4
2011-12-27,6,6,1,4
2011-12-28,7,6,1,4
2011-12-29,6,6,1,4
2011-12-30,7,6,1,4
2012-01-03,7,6,1,4
2012-01-04,6,6,1,4
2012-01-05,6,6,1,4
2012-01-06,6,6,1,4
2012-01-09,6,6,1,4
2012-01-10,6,6,1,4
2012-01-11,6,6,1,4
2012-01-12,6,6,1,4
2012-01-13,6,6,1,4
2012-01-17,6,6,1,4
2012-01-18,6,6,1,4
2012-01-19,5,6,1,4
2012-01-20,5,6,1,4
2012-01-23,5,6,1,4
2012-01-24,5,6,1,4
2012-01-25,5,6,1,4
2012-01-26,5,6,1,4
2012-01-27,5,6,1,4
2012-01-30,5,6,1,4
2012-01-31,5,6,1,4
2012-02-01,5,7,7,4
2012-02-02,4,7,7,4
2012-02-03,4,7,7,4
2012-02-06,4,7,7,4
2012-02-07,4,7,7,4
2012-02-08,5,7,7,4
2012-02-09,5,7,7,4
2012-02-10,6,7,7,4
2012-02-13,5,7,7,4
2012-02-14,5,7,7,4
2012-02-15,6,7,7,4
2012-02-16,5,7,7,4
2012-02-17,4,7,7,4
2012-02-21,5,7,7,4
2012-02-22,5,7,7,4
2012-02-23,4,7,7,4
2012-02-24,4,7,7,4
2012-02-27,5,7,7,4
2012-02-28,4,7,7,4
2012-02-29,5,7,7,6
2012-03-01,4,6,9,6
2012-03-02,4,6,9,6
2012-03-05,5,6,9,6
2012-03-06,6,6,9,6
2012-03-07,5,6,9,6
2012-03-08,4,6,9,6
2012-03-09,4,6,9,6
2012-03-12,3,6,9,6
2012-03-13,2,6,9,6
2012-03-14,3,6,9,6
2012-03-15,3,6,9,6
2012-03-16,2,6,9,6
2012-03-19,3,6,9,6
2012-03-20,3,6,9,6
2012-03-21,3,6,9,6
2012-03-22,3,6,9,6
2012-03-23,2,6,9,6
2012-03-26,2,6,9,6
2012-03-27,3,6,9,6
2012-03-28,3,6,9,6
2012-03-29,3,6,9,6
2012-03-30,3,6,9,6
2012-04-02,3,6,9,6
2012-04-03,3,6,9,6
2012-04-04,3,6,9,6
2012-04-05,4,6,9,6
2012-04-09,5,6,9,6
2012-04-10,6,6,9,6
2012-04-11,5,6,9,6
2012-04-12,4,6,9,6
2012-04-13,5,6,9,6
2012-04-16,5,6,9,6
2012-04-17,5,6,9,6
2012-04-18,5,6,9,6
2012-04-19,5,6,9,6
2012-04-20,4,6,9,6
2012-04-23,5,6,9,6
2012-04-24,5,6,9,6
2012-04-25,4,6,9,6
2012-04-26,3,6,9,6
2012-04-27,3,6,9,6
2012-04-30,4,6,9,5
2012-05-01,4,5,3,5
2012-05-02,4,5,3,5
2012-05-03,4,5,3,5
2012-05-04,5,5,3,5
2012-05-07,5,5,3,5
2012-05-08,5,5,3,5
2012-05-09,5,5,3,5
2012-05-10,5,5,3,5
2012-05-11,5,5,3,5
2012-05-14,6,5,3,5
2012-05-15,6,5,3,5
2012-05-16,6,5,3,5
2012-05-17,7,5,3,5
2012-05-18,7,5,3,5
2012-05-21,6,5,3,5
2012-05-22,6,5,3,5
2012-05-23,6,5,3,5
2012-05-24,6,5,3,5
2012-05-25,6,5,3,5
2012-05-29,6,5,3,5
2012-05-30,7,5,3,5
2012-05-31,7,5,3,3
2012-06-01,8,6,3,3
2012-06-04,8,6,3,3
2012-06-05,7,6,3,3
2012-06-06,6,6,3,3
2012-06-07,6,6,3,3
2012-06-08,6,6,3,3
2012-06-11,7,6,3,3
2012-06-12,6,6,3,3
2012-06-13,7,6,3,3
2012-06-14,6,6,3,3
2012-06-15,6,6,3,3
2012-06-18,5,6,3,3
2012-06-19,5,6,3,3
2012-06-20,4,6,3,3
2012-06-21,5,6,3,3
2012-06-22,5,6,3,3
2012-06-25,6,6,3,3
2012-06-26,5,6,3,3
2012-06-27,5,6,3,3
2012-06-28,5,6,3,3
2012-06-29,4,6,3,3
2012-07-02,4,6,3,3
2012-07-03,4,6,3,3
2012-07-05,4,6,3,3
2012-07-06,4,6,3,3
2012-07-09,4,6,3,3
2012-07-10,5,6,3,3
2012-07-11,4,6,3,3
2012-07-12,5,6,3,3
2012-07-13,4,6,3,3
2012-07-16,4,6,3,3
2012-07-17,3,6,3,3
2012-07-18,3,6,3,3
2012-07-19,3,6,3,3
2012-07-20,3,6,3,3
2012-07-23,5,6,3,3
2012-07-24,6,6,3,3
2012-07-25,5,6,3,3
2012-07-26,4,6,3,3
2012-07-27,4,6,3,3
2012-07-30,5,6,3,3
2012-07-31,5,6,3,1
2012-08-01,5,6,8,1
2012-08-02,4,6,8,1
2012-08-03,3,6,8,1
2012-08-06,3,6,8,1
2012-08-07,3,6,8,1
2012-08-08,3,6,8,1
2012-08-09,3,6,8,1
2012-08-10,2,6,8,1
2012-08-13,2,6,8,1
2012-08-14,2,6,8,1
2012-08-15,2,6,8,1
2012-08-16,2,6,8,1
2012-08-17,1,6,8,1
2012-08-20,2,6,8,1
2012-08-21,3,6,8,1
2012-08-22,3,6,8,1
2012-08-23,3,6,8,1
2012-08-24,3,6,8,1
2012-08-27,3,6,8,1
2012-08-28,4,6,8,1
2012-08-29,4,6,8,1
2012-08-30,4,6,8,1
2012-08-31,4,6,8,6
2012-09-04,4,6,8,6
2012-09-05,4,6,8,6
2012-09-06,3,6,8,6
2012-09-07,2,6,8,6
2012-09-10,3,6,8,6
2012-09-11,3,6,8,6
2012-09-12,3,6,8,6
2012-09-13,2,6,8,6
2012-09-14,2,6,8,6
2012-09-17,2,6,8,6
2012-09-18,2,6,8,6
2012-09-19,2,6,8,6
2012-09-20,2,6,8,6
2012-09-21,2,6,8,6
2012-09-24,2,6,8,6
2012-09-25,3,6,8,6
2012-09-26,4,6,8,6
2012-09-27,2,6,8,6
2012-09-28,3,6,8,6
2012-10-01,3,5,3,6
2012-10-02,3,5,3,6
2012-10-03,3,5,3,6
2012-10-04,2,5,3,6
2012-10-05,2,5,3,6
2012-10-08,3,5,3,6
2012-10-09,3,5,3,6
2012-10-10,3,5,3,6
2012-10-11,3,5,3,6
2012-10-12,3,5,3,6
2012-10-15,3,5,3,6
2012-10-16,3,5,3,6
2012-10-17,3,5,3,6
2012-10-18,3,5,3,6
2012-10-19,4,5,3,6
2012-10-22,4,5,3,6
2012-10-23,5,5,3,6
2012-10-24,5,5,3,6
2012-10-25,5,5,3,6
2012-10-26,4,5,3,6
2012-10-31,5,5,3,2
2012-11-01,4,5,0,2
2012-11-02,4,5,0,2
2012-11-05,5,5,0,2
2012-11-06,4,5,0,2
2012-11-07,5,5,0,2
2012-11-08,5,5,0,2
2012-11-09,5,5,0,2
2012-11-12,4,5,0,2
2012-11-13,4,5,0,2
2012-11-14,4,5,0,2
2012-11-15,4,5,0,2
2012-11-16,3,5,0,2
2012-11-19,3,5,0,2
2012-11-20,3,5,0,2
2012-11-21,3,5,0,2
2012-11-23,3,5,0,2
2012-11-26,3,5,0,2
2012-11-27,3,5,0,2
2012-11-28,3,5,0,2
2012-11-29,3,5,0,2
2012-11-30,3,5,0,4
2012-12-03,4,5,0,4
2012-12-04,4,5,0,4
2012-12-05,3,5,0,4
2012-12-06,4,5,0,4
2012-12-07,3,5,0,4
2012-12-10,3,5,0,4
2012-12-11,3,5,0,4
2012-12-12,3,5,0,4
2012-12-13,4,5,0,4
2012-12-14,4,5,0,4
2012-12-17,3,5,0,4
2012-12-18,3,5,0,4
2012-12-19,4,5,0,4
2012-12-20,4,5,0,4
2012-12-21,4,5,0,4
2012-12-24,4,5,0,4
2012-12-26,5,5,0,4
2012-12-27,5,5,0,4
2012-12-28,6,5,0,4
2012-12-31,5,5,0,6
2013-01-02,2,5,0,6
2013-01-03,2,5,0,6
2013-01-04,2,5,0,6
2013-01-07,2,5,0,6
2013-01-08,2,5,0,6
2013-01-09,2,5,0,6
2013-01-10,2,5,0,6
2013-01-11,1,5,0,6
2013-01-14,2,5,0,6
2013-01-15,2,5,0,6
2013-01-16,1,5,0,6
2013-01-17,2,5,0,6
2013-01-18,1,5,0,6
2013-01-22,1,5,0,6
2013-01-23,1,5,0,6
2013-01-24,1,5,0,6
2013-01-25,1,5,0,6
2013-01-28,2,5,0,6
2013-01-29,1,5,0,6
2013-01-30,2,5,0,6
2013-01-31,2,5,0,8
2013-02-01,1,6,9,8
2013-02-04,2,6,9,8
2013-02-05,2,6,9,8
2013-02-06,1,6,9,8
2013-02-07,2,6,9,8
2013-02-08,1,6,9,8
2013-02-11,1,6,9,8
2013-02-12,1,6,9,8
2013-02-13,1,6,9,8
2013-02-14,1,6,9,8
2013-02-15,1,6,9,8
2013-02-19,1,6,9,8
2013-02-20,2,6,9,8
2013-02-21,3,6,9,8
2013-02-22,2,6,9,8
2013-02-25,5,6,9,8
2013-02-26,4,6,9,8
2013-02-27,2,6,9,8
2013-02-28,3,6,9,5
2013-03-01,3,5,6,5
2013-03-04,2,5,6,5
2013-03-05,2,5,6,5
2013-03-06,2,5,6,5
2013-03-07,1,5,6,5
2013-03-08,1,5,6,5
2013-03-11,0,5,6,5
2013-03-12,1,5,6,5
2013-03-13,0,5,6,5
2013-03-14,0,5,6,5
2013-03-15,0,5,6,5
2013-03-18,1,5,6,5
2013-03-19,2,5,6,5
2013-03-20,1,5,6,5
2013-03-21,2,5,6,5
2013-03-22,2,5,6,5
2013-03-25,2,5,6,5
2013-03-26,1,5,6,5
2013-03-27,1,5,6,5
2013-03-28,1,5,6,5
2013-04-01,2,4,3,5
2013-04-02,1,4,3,5
2013-04-03,2,4,3,5
2013-04-04,2,4,3,5
2013-04-05,2,4,3,5
2013-04-08,1,4,3,5
2013-04-09,1,4,3,5
2013-04-10,1,4,3,5
2013-04-11,1,4,3,5
2013-04-12,0,4,3,5
2013-04-15,4,4,3,5
2013-04-16,2,4,3,5
2013-04-17,4,4,3,5
2013-04-18,4,4,3,5
2013-04-19,3,4,3,5
2013-04-22,2,4,3,5
2013-04-23,2,4,3,5
2013-04-24,2,4,3,5
2013-04-25,2,4,3,5
2013-04-26,2,4,3,5
2013-04-29,2,4,3,5
2013-04-30,2,4,3,3
2013-05-01,2,5,5,3
2013-05-02,2,5,5,3
2013-05-03,1,5,5,3
2013-05-06,1,5,5,3
2013-05-07,1,5,5,3
2013-05-08,1,5,5,3
2013-05-09,1,5,5,3
2013-05-10,1,5,5,3
2013-05-13,1,5,5,3
2013-05-14,1,5,5,3
2013-05-15,1,5,5,3
2013-05-16,1,5,5,3
2013-05-17,1,5,5,3
2013-05-20,1,5,5,3
2013-05-21,1,5,5,3
2013-05-22,2,5,5,3
2013-05-23,2,5,5,3
2013-05-24,2,5,5,3
2013-05-28,2,5,5,3
2013-05-29,2,5,5,3
2013-05-30,2,5,5,3
2013-05-31,3,5,5,9
2013-06-03,3,5,5,9
2013-06-04,3,5,5,9
2013-06-05,4,5,5,9
2013-06-06,4,5,5,9
2013-06-07,3,5,5,9
2013-06-10,3,5,5,9
2013-06-11,4,5,5,9
2013-06-12,5,5,5,9
2013-06-13,3,5,5,9
2013-06-14,4,5,5,9
2013-06-17,4,5,5,9
2013-06-18,4,5,5,9
2013-06-19,4,5,5,9
2013-06-20,6,5,5,9
2013-06-21,5,5,5,9
2013-06-24,5,5,5,9
2013-06-25,5,5,5,9
2013-06-26,4,5,5,9
2013-06-27,4,5,5,9
2013-06-28,4,5,5,9
2013-07-01,3,5,4,9
2013-07-02,3,5,4,9
2013-07-03,3,5,4,9
2013-07-05,3,5,4,9
2013-07-08,2,5,4,9
2013-07-09,2,5,4,9
2013-07-10,2,5,4,9
2013-07-11,2,5,4,9
2013-07-12,2,5,4,9
2013-07-15,2,5,4,9
2013-07-16,2,5,4,9
2013-07-17,2,5,4,9
2013-07-18,2,5,4,9
2013-07-19,1,5,4,9
2013-07-22,1,5,4,9
